objava,datum,mjesec,godina,jezik,tema,tip,svidanja,komentari,sentiment_score,sentiment_label,pozitivnih_rijeci,negativnih_rijeci,duljina_znakova,duljina_rijeci,duljina_recenica,ttr_objava,tekst,tekst_en
303,2025-07-31,2025-07-01,2025,hr,ostalo,pitanje_potreba,0,0,0,neutralan,NA,NA,91,18,2,0.9333333333333333,"Pozdrav. Jel mozda netko planira za HR(Zg) uskoro i ako da, jel može ponijeti jednu knjigu?","Greeting. Maybe someone is planning to go to HR(Zg) soon, and if so, can they bring a book?"
304,2025-07-30,2025-07-01,2025,hr,ostalo,pitanje_potreba,1,0,0,neutralan,NA,NA,182,35,0,0.875,"Pozdrav,jel ima netko da se nalazi u blizini Christiansfeld (južna Danska) tu se nalazi mini bus pa da mi ga ode pogledat i provjerit firmu koja prodaje (naravno uz naknadu)","Hello, does anyone know if there is a minibus near Christiansfeld (southern Denmark) so that they can go see it for me and check with the company that sells it (for a fee, of course)"
305,2025-07-30,2025-07-01,2025,hr,ostalo,pitanje_potreba,16,6,1,pozitivan,1,0,336,68,1,0.7313432835820896,"Bok, trazim nekoga tko bi izasao ovaj vikend van na pice il dva mozda u park il gdje god Ja sam u Kopenhagenu imam 28 godina i nije mi bitno koje ste dobi ako ima pozitive u vama, vec sam neko vrijeme tu pa sam se zazelio malo popricati sa nekime o zivotu i tako pa ako ste zainteresirani send me text","Hi, I'm looking for someone to go out this weekend for a drink or two, maybe to the park or wherever. I'm in Copenhagen, I'm 28 years old and it doesn't matter what age you are if there's something positive about you, I've been here for a while so I wanted to talk to someone about life and so on, so if you're interested send me a text"
306,2025-07-30,2025-07-01,2025,hr,stanovanje,pitanje_potreba,0,0,0,neutralan,1,1,291,61,2,0.6545454545454545,"Trazim sobu djelu herlev islev husum sovlunde samo da nije 12 soma i tako neka luda cijena ali otvoren sam za sve Imam 28 godina imam posao radim i dodatno tako da sam cesto na primarnom poslu a dodatan posao radim u sobi tako da nisam stalno po kuci, uredan sam odgovoran samo volim slusat malo glasniju muziku na zvucnicima ali to se moze zamjenit slusalicama pa bih vas molio sve ponude u komentare ili inbox hvala","I'm looking for a room for work in Herlev, Islev, Husum, Sovlunde, as long as it's not 12 soms, so it's a crazy price, but I'm open to everything. I'm 28 years old, I have a job, and in addition, I'm often at my primary job, and I do an additional job in the room, so I'm not always at home."
307,2025-07-29,2025-07-01,2025,hr,hrana_prodaja,ponuda_oglas,6,4,-1,negativan,0,1,294,53,4,0.7872340425531915,Pozdrav ekipa. Prodajem ovaj kotao za kotlovunu koristen svega 2 puta i to je to bilo a sada ga nemam vise gdje drzati i to mi je najveci problem. Uz kotao dolazi i plamenik koji ima prikljucak za danske boce plina. Cijena 1350dkk Matija 50/31-42/94 broj za vise informacija.,"Hello team. I'm selling this wool boiler, used only 2 times and that's it, and now I don't have a place to keep it anymore, and that's my biggest problem. The boiler comes with a burner that has a connection for Danish gas bottles. Price 1350 dkk Matija 50/31-42/94 number for more information."
308,2025-07-29,2025-07-01,2025,hr,stanovanje,pitanje_potreba,2,36,3,pozitivan,5,2,736,134,10,0.6666666666666666,"Pozdrav ekipa, dobio sam job kao patentni inzinjer (struka) u Aarhusu s dost dobrom pocetnom placom. Supuga je stomatolog. Trenutno smo u Zagrebu i razmisljamo kaj dalje. Kakvi su uvjeti zivota, ima li tko da radi u stomatoloskoj struci gore? Supruga gleda opcije preko agencija jer ne zna Danski (prica osim Hr, Eng i Njemacki). Kakvo je stanje s najmom nekretnina? Uvoz osobnog auta npr.? Nest sam vidio da ima za 0% ako je osobni auto. Kako je sa zdravstvenim gore, da li je kao u RH ili je razvijenije? Hvala svima Anonimno je jer mozda ekipa s posla vrebaju u grupi","Hello team, I got a job as a patent engineer (profession) in Aarhus with a fairly good starting salary. My husband is a dentist. We are currently in Zagreb and thinking about what to do next. What are the living conditions like, is there anyone working in the dental profession up there? The wife is looking at options through agencies because she doesn't know Danish (a story other than Croatian, English and German). What is the situation with renting real estate? Importing a personal car, for example? Nest I saw that it has for 0% if it is a personal car. How is health worse, is it like in the Republic of Croatia or is it more developed? Thanks to everyone. It's anonymous because maybe the team from work is lurking in the group"
309,2025-07-29,2025-07-01,2025,hr,transport_putovanja,pitanje_potreba,1,8,-1,negativan,1,2,210,37,4,1,"Pozdrav svima, zanima me je li netko putovao autom iz Hrvatske u Dansku te nosio cigarete? Koliko se smije nositi? Prave li gdje probleme radi 4 šteke za osobnu upotrebu? Hvala puno unaprijed!","Hello everyone, I'm wondering if anyone traveled by car from Croatia to Denmark and carried cigarettes? How much can be worn? Do they cause problems where 4 poles work for personal use? Thanks a lot in advance!"
310,2025-07-29,2025-07-01,2025,hr,ostalo,pitanje_potreba,1,5,1,pozitivan,1,0,223,44,2,0.7837837837837838,"Pozdrav, Kad se želim odjaviti iz Danske bio sam u komuni i rekli su mi pošto nemam žutu karticu,da se nemoram deregistrirati,da nisam kao u sistemu? Jel netko zna više o tome? Hvalaa","Hello, When I wanted to deregister from Denmark, I was in the commune and they told me that since I don't have a yellow card, I don't have to deregister, that I'm not in the system? Does anyone know more about it? Thank you"
311,2025-07-28,2025-07-01,2025,hr,stanovanje,ostalo,1,3,2,pozitivan,2,0,466,81,5,0.8,"Smještaj u okolici Kopenhagena. Pozdrav svima, 1.9 dolazim na Masters program u Kopenhagen na AAU CPH. Zanima me ako netko ima sobu/apartman za iznajmit ili poznaje nekog tko bi iznajmio(otvoren sam za dugorocno/kratkorocno, po mogucnosti opremljenu). Ne mora biti centar Kopenhagena, vec moze biti i dalja okolica, maksimalno sat vremena vlakom do Kopenhagena. Ako vam treba vise informacija, slobodno mi posaljite poruku.","Accommodation in the vicinity of Copenhagen. Hello everyone, on September 1st I am coming to the Masters program in Copenhagen at AAU CPH. I am interested if anyone has a room/apartment for rent or knows someone who would (I am open for long-term/short-term, furnished if possible). It doesn't have to be the center of Copenhagen, but it can also be further away, maximum one hour by train to Copenhagen. If you need more information, feel free to send me a message."
312,2025-07-28,2025-07-01,2025,hr,ostalo,pitanje_potreba,0,0,2,pozitivan,2,0,100,19,2,0.9285714285714286,"Lp. Da li se netko slucajno vraca iz Zg-a ovih dana u Kopenhagen, trebala bih malu uslugu.","Lp. Does anyone happen to be returning from Zg to Copenhagen these days, I would like a small favor."
313,2025-07-25,2025-07-01,2025,hr,posao,ponuda_oglas,8,1,6,pozitivan,6,0,757,120,6,0.6842105263157895,"TRAŽIMO RADNIKA U VENTILACIJI Lokacije: Kopenhagen i Aarhus Plaća: Po dogovoru GP Ventilation ApS traži novog radnika za poslove ventilacije. Prednost imaju kandidati s iskustvom, ali otvoreni smo i za sve koji su motivirani i spremni učiti. Radimo na više projekata u Kopenhagenu i Aarhusu, a posebno ističemo dugogodišnji projekt na aerodromu u Kopenhagenu. Zbog blizine aerodroma, prijaviti se mogu i kandidati koji žive u Malmöu. Nudimo dobre radne uvjete, stabilnu suradnju i plaću prema dogovoru, ovisno o iskustvu i angažmanu. Zainteresirani se mogu javiti putem poruke, ovdje na facebooku i na broj +45 7180 5150 ili putem e-maila: ljuboorec@outlook.com","WE ARE LOOKING FOR A WORKER IN VENTILATION Locations: Copenhagen and Aarhus Salary: Negotiable GP Ventilation ApS is looking for a new worker for ventilation work. Candidates with experience are preferred, but we are also open to anyone who is motivated and ready to learn. We are working on several projects in Copenhagen and Aarhus, and we especially highlight the long-standing project at the airport in Copenhagen. Due to the proximity of the airport, candidates who live in Malmö can also apply. We offer good working conditions, stable cooperation and salary according to agreement, depending on experience and commitment. Those interested can contact us by message, here on Facebook and at the number  45 7180 5150 or by e-mail: ljuboorec@outlook.com"
314,2025-07-25,2025-07-01,2025,hr,transport_putovanja,ostalo,1,0,1,pozitivan,1,0,142,28,1,0.9473684210526315,Ako netko iz Istre ili Rijeke 1. 8. planira put za Dansku imam slobodno mjesto u autu. Javite se običnom porukom na 00385958366937,"If someone from Istria or Rijeka is planning a trip to Denmark on August 1st, I have a free seat in the car. Call 00385958366937 by plain text"
315,2025-07-24,2025-07-01,2025,hr,birokracija,pitanje_potreba,0,1,2,pozitivan,2,0,229,44,2,0.8205128205128205,"Pozdrav,jel mi moze neko dati savjet ili kako funkcionira ako se prijavi odlazak iz zemlje i odjavi CPR 2-3 tjedna ranije..kako dolazi onda zadnja placa na račun a CPT nije valjan više? Hvalaa","Hello, can someone give me some advice or how does it work if you apply for departure from the country and deregister CPR 2-3 weeks earlier.. how does the last payment come to the account and the CPT is no longer valid? Thank you"
316,2025-07-23,2025-07-01,2025,hr,posao,ostalo,8,7,8,pozitivan,8,0,662,127,9,0.6991150442477876,"Pozdrav svim dobronamjernim ljudima.Naime bio sam u Kalundborgu prije nekih godinu dana,bio zaposlen u Novo Nordisk gdje mi je poslodavac bio naš čovjek s dancem kao partnerom.Kada smo došli raditi iz HR gore,niti pola od onog što nam je rečeno nije bilo ispunjeno s njihove strane.Ekipa od osam ljudi svi smo dali otkaze.Pisem ovo jer jer bih se volio vratiti gore,ako ima posla za mene.U nadi sam da će netko možda pročitati ovo ,osoba koja je u Kalundborgu i koja možda zna za uredne poslodavce koji ispunjavaju svoja obećanja.Zanimanje mi je izolater,iskustvo višegodišnje.Moze i rad na građevini.Hvala svima koji pročitaju moj post.","Hello to all well-meaning people. I was in Kalundborg about a year ago, I was employed by Novo Nordisk, where my employer was our man with a Dane as a partner. When we came to work from HR up there, not even half of what we were told was fulfilled from their side. We all quit our team of eight people. I'm writing this because maybe I would like to go back up there, if there is work for me. I'm hoping that someone will read this, a person who is in Kalundborg and who might know about decent employers who fulfill their promises. My occupation is an insulator, many years of experience. I can also work in construction. Thank you to everyone who read my post."
317,2025-07-21,2025-07-01,2025,hr,ostalo,pitanje_potreba,1,4,1,pozitivan,1,0,96,17,2,0.9090909090909091,Dobar dan! Jel netko zna gdje mogu pronaci priručnik o vožnji u Danskoj na engleskom? Hvala,Good afternoon! Does anyone know where I can find a driving manual in Denmark in English? Thanks
318,2025-07-21,2025-07-01,2025,hr,ostalo,pitanje_potreba,2,4,1,pozitivan,1,0,64,11,0,1,Dobar dan ima li koga u Svendborg za popit kavu pivu,"Good afternoon, is there anyone in Svendborg for coffee and beer"
319,2025-07-20,2025-07-01,2025,hr,transport_putovanja,pitanje_potreba,30,16,1,pozitivan,3,2,768,145,5,0.6587301587301587,"Prijevoz stvari iz danske u hrvatsku Kako je prošlo dvije godine traženja posla u struci nakon fakulteta u Danskoj mislim da je vrijeme da odustanem i prihvatim da me Danska ne želi. S toga imam razgovor za posao nazad u Hrvatskoj i ako dobijem ponudu vraćam se u lijepu našu. Teške duše ali eto, tako je kako je. Barem ću biti blizuu obitelji i raditi u struci do koje mi je stalo, a ne u kafiću. Uglavnom, pišem jer me zanima imate li iskustva sa seljenjem iz danske nazad za hrvatsku što se tiče osobnih stvari, ne planiram nositi namještaj ali imam podosta stvari ovako i definitivno bih morala nekakav prijevoz smisliti za stvari. Hvala u naprijed","Transporting things from Denmark to Croatia After two years of looking for a job in the profession after college in Denmark, I think it's time to give up and accept that Denmark doesn't want me. With that, I have a job interview back in Croatia and if I get an offer, I will return to our beautiful country. Hard souls, but that's how it is. At least I will be close to my family and work in a profession I care about, not in a coffee shop. Basically, I'm writing because I'm interested in whether you have experience with moving from Denmark back to Croatia as far as personal things are concerned, I don't plan to carry furniture, but I have quite a lot of things like this and I would definitely have to think of some kind of transport for things. Thanks in advance"
320,2025-07-19,2025-07-01,2025,hr,ostalo,pitanje_potreba,3,14,2,pozitivan,2,0,199,37,2,0.9,"Pozdrav svima , u 9. mjesecu ću diplomirati te razmišljam o pronalasku posla u Danskoj. Ima li netko iskustva o tome kakav je tamo život kemijskog inženjera. Svaki savjet je dobro došao","Hello everyone, I will graduate in 9th month and I am thinking about finding a job in Denmark. Does anyone have any experience of what life is like as a chemical engineer there. Any advice is welcome"
321,2025-07-19,2025-07-01,2025,hr,stanovanje,pitanje_potreba,0,0,1,pozitivan,1,0,144,25,2,0.95,"Poz potreban zimer sa kim bih delio stan , kob tel whatsap:51515154.stan sw nalazi u Ballerupu.","I am looking for a roommate with whom I would like to share an apartment, phone number whatsapp: 51515154. The apartment is located in Ballerup."
322,2025-07-19,2025-07-01,2025,hr,ostalo,pitanje_potreba,4,29,0,neutralan,NA,NA,116,22,2,0.8947368421052632,"Pozdrav! Živim u hr pa me zanima kolike su tamo plaće za normalan posao,kako se tamo prezivljava?","Greeting! I live in Croatia, so I'm wondering what the salaries are for a normal job there, how does one live there?"
323,2025-07-19,2025-07-01,2025,hr,ostalo,ostalo,3,29,1,pozitivan,1,0,155,25,3,0.8947368421052632,"Pozdrav svima. Molim vas iskustva i informacije o kvaliteti života u Danskoj. Trenutno živim i radim u Njemačkoj u struci, kemijski inženjer. Hvala",Hello everyone. Please experience and information about the quality of life in Denmark. I currently live and work in Germany as a chemical engineer. Thanks
324,2025-07-19,2025-07-01,2025,hr,stanovanje,pitanje_potreba,1,0,4,pozitivan,4,0,455,89,6,0.7534246575342466,"Pozdrav svima! Tražim stan ili sobu za najam u Kopenhagenu, jer dolazim kao studentica na studij na CBS. Početak najma bi trebao biti od kraja 8. mjeseca, po mogućnosti nakon 20.8. Bilokakav stan je u redu, ali mi je bitno da ima mogućnost registriranja CPR i košta MAX 7000DKK. Ako imate nešto ili znate nekoga tko iznajmljuje, bila bih vam jako zahvalna ako mi se javite! Hvala unaprijed","Hello everyone! I am looking for an apartment or a room to rent in Copenhagen, because I am coming as a student to study at CBS. The start of the lease should be from the end of the 8th month, preferably after 20.8. Any apartment is fine, but it is important for me that it has the possibility to register CPR and costs MAX 7000 DKK. If you have something or know someone who is renting, I would be very grateful if you could contact me! Thanks in advance"
325,2025-07-19,2025-07-01,2025,hr,drustvo_upoznavanje,ostalo,1,0,2,pozitivan,2,0,532,80,5,0.7402597402597403,"Pišem završni rad na temu uloge hrvatske kulturne baštine u percepciji modnih brendova među Hrvatima u domovini i iseljeništvu, i u sklopu istraživanja provodim kratku anonimnu anketu. Anketa traje manje od 5 minuta i vaš doprinos mi jako puno znači – svaki odgovor pomoći će u razumijevanju kako kultura i tradicija utječu na naše modne izbore i osjećaj autentičnosti. Hvala vam!! Link na anketu: https://docs.google.com/forms/d/187W9j5E-6l-S4Jh2etYd8GfNXtrB0-TRtM_bnlRmqAQ/edit","I am writing a final thesis on the role of Croatian cultural heritage in the perception of fashion brands among Croats in the homeland and abroad, and as part of the research I am conducting a short anonymous survey. The survey takes less than 5 minutes and your contribution means a lot to me - every answer will help in understanding how culture and tradition influence our fashion choices and sense of authenticity. Thank you!! Link to the survey: https://docs.google.com/forms/d/187W9j5E-6l-S4Jh2etYd8GfNXtrB0-TRtM_bnlRmqAQ/edit"
326,2025-07-19,2025-07-01,2025,hr,ostalo,pitanje_potreba,4,8,0,neutralan,1,1,295,53,3,0.8,"Pozdrav, Imam problem s naknadom za nezaposlenost u Hrvatskoj nakon rada u Danskoj. Rekli su mi da nisam bio osiguran (nisam placao A-kassu) i da zbog toga nemam pravo na naknadu u Hrvatskoj. Je li netko imao slicnu situaciju i ako da, kako ste je rijesili? Hvala","Hello, I have a problem with unemployment compensation in Croatia after working in Denmark. They told me that I wasn't insured (I didn't pay A-kassa) and because of that I don't have the right to compensation in Croatia. Has anyone had a similar situation and if so, how did you solve it? Thanks"
327,2025-07-18,2025-07-01,2025,hr,ostalo,pitanje_potreba,0,3,2,pozitivan,2,0,129,24,2,0.95,Pozz! Jel zna tko dal' u Arlborgu ima kakav balkanski restoran za pojest nešto onako sa naših prostora hvala !,"Pozz! Does anyone know if there is a Balkan restaurant in Arlborg where you can eat something like that from our area, thank you!"
328,2025-07-18,2025-07-01,2025,hr,ostalo,pitanje_potreba,3,0,0,neutralan,NA,NA,60,1,3,1,https://www.facebook.com/share/p/1A4NGsz75u/?mibextid=wwXIfr,https://www.facebook.com/share/p/1A4NGsz75u/?mibextid=wwXIfr
329,2025-07-17,2025-07-01,2025,hr,stanovanje,pitanje_potreba,2,9,1,pozitivan,1,0,307,61,2,0.8148148148148148,"Pozdrav svima! Nalazim se trenutno u Arlborgu na privremenom radu pa ako neko zna gdje primjeniti eure za krune a da nije banka ,tu gdje sam na stanu ima nešto koliko sam skužio kao kladionica neki cash Point dal' probat tu ,ili je opcija da podignem samo na bankomatu hvala !","Hello everyone! I am currently in Arlborg on a temporary job, so if anyone knows where to use euros for crowns without a bank, where I live in the apartment, there is something that I have found as a betting shop, should I try a cash point there, or is there an option to withdraw only at an ATM, thank you!"
330,2025-07-16,2025-07-01,2025,hr,posao,pitanje_potreba,3,7,0,neutralan,1,1,196,40,5,0.875,"Dobar dan! Ispunjavam obrazac za vrtić. Jel moram stavit bruto ili neto plaću? Znam da piše da stavim iznos bez am, atp i penzije. Ali da budem sigurna pitam ovdje. Hvala","Good afternoon! I am filling out the kindergarten form. Do I have to enter gross or net salary? I know that it says to put the amount without am, atp and pension. But to be sure I ask here. Thanks"
331,2025-07-14,2025-07-01,2025,hr,stanovanje,pitanje_potreba,1,1,0,neutralan,NA,NA,123,23,2,0.8947368421052632,pozdrav trazim sobu za najam sa Cprom lokacija Copenhagen od 1.8 ili 1.9 ako poznate nekog javite,"greetings, I'm looking for a room for rent with Cpro, location Copenhagen from 1.8 or 1.9, if you know someone, let me know"
332,2025-07-14,2025-07-01,2025,hr,transport_putovanja,ostalo,3,0,8,pozitivan,8,0,255,44,2,0.7948717948717948,"Poštovani klijenti, Želimo vam se iskreno zahvaliti što ste ukazali poverenje Sverige Transportu i odlučili da pošaljete vaše pakete upravo sa nama. Vaša podrška i lojalnost su nam izuzetno značajni i predstavljaju glavni motiv da svakodnevno unapređujemo našu uslugu.","Dear clients, We would like to sincerely thank you for placing your trust in Sverige Transport and deciding to send your packages with us. Your support and loyalty are extremely important to us and are the main motivation to improve our service every day."
333,2025-07-13,2025-07-01,2025,hr,ostalo,pitanje_potreba,4,19,0,neutralan,1,1,351,69,6,0.7017543859649122,"Pozz.. koliko je tesko doci do posla iz hrvatske u Danskoj? Imaju li neke agencije za pocetak? Ako ista znaci, imam svedski personnummer i pricam ga do neke razine, uz to njemacki i engleski.. svaka pomoc i savjet je dobrodošla. Mozete ostaviti i poruku pa se javim privatno, ako ne želite u komentare. Hvala","Pozz.. how hard is it to get a job from Croatia in Denmark? Do they have any agencies to get started? If it means the same, I have a Swedish personnummer and I speak it to some level, in addition to German and English.. any help and advice is welcome. You can also leave a message and I will contact you privately, if you don't want to comment. Thanks"
334,2025-07-13,2025-07-01,2025,hr,ostalo,pitanje_potreba,0,4,2,pozitivan,2,0,127,24,2,0.9473684210526315,"Bok,pitanje da li ce se netko ubrzo vracati iz Zagreba za Dansku?Ztjela sam zamoliti za malu uslugu.Hvala","Hi, the question is whether someone will soon be returning from Zagreb to Denmark? I wanted to ask for a small favor. Thank you"
335,2025-07-12,2025-07-01,2025,hr,ostalo,ostalo,0,0,0,neutralan,NA,NA,128,19,2,1,POTREBNI PARKETARI Potrebni su nam parketari hitno. Moras imate iskustva. Javi te se za vise informacije na +4523291909,PARQUET LAYERS NEEDED We need parquet workers urgently. You must have experience. Contact us for more information at  4523291909
336,2025-07-12,2025-07-01,2025,hr,ostalo,pitanje_potreba,1,8,2,pozitivan,2,0,123,21,1,0.9473684210526315,"Ljudi,jel zna netko gdje u ovoj lijepoj Danskoj covjek moze kupit fileke/tripice?Netko ovdje ih sigurno voli,javite se","Guys, does anyone know where in this beautiful Denmark one can buy fillets/tripe? Someone here must love them, get in touch"
337,2025-07-11,2025-07-01,2025,hr,ostalo,pitanje_potreba,0,1,1,pozitivan,1,0,68,11,2,1,Ima li neko dobrog Revizora za Rengøring Firmu? Pozdrav svima.,Does anyone have a good Auditor for Rengøring Firma? Hello everyone.
338,2025-07-11,2025-07-01,2025,hr,birokracija,pitanje_potreba,0,3,0,neutralan,1,1,198,37,2,0.8529411764705882,"Ima li netko u grupi revizora za preporuku? Imam problem sa porezom i zanima me ako netko ima iskustva koliko stvarno oni mogu pomoći, te koliko naplaćuju svoje usluge?","Anyone in the group of auditors to recommend? I have a problem with taxes and I am wondering if anyone has experience with how much they can really help, and how much they charge for their services?"
339,2025-07-08,2025-07-01,2025,hr,ostalo,pitanje_potreba,5,13,3,pozitivan,4,1,262,44,3,0.875,"Lijep pozdrav svima. Trenutno sam bez posla i trazim nesto tipa skladista, pakiranje i slaganje proizvoda, moze i na pola radnog vremena. Ako itko zna ili ima nesto takvo bila bih zahvalna da mi se javite. Ugodan dan zelim","Greetings to everyone. I am currently unemployed and looking for something like a warehouse worker, packing and stacking products, maybe part-time. If anyone knows or has something like that, I would be grateful if you could contact me. I wish you a pleasant day"
340,2025-07-07,2025-07-01,2025,hr,ostalo,pitanje_potreba,3,2,0,neutralan,NA,NA,61,10,2,1,Pozdrav! Da li netko ide u Zagreb mozda oko vikenda?,Greeting! Is anyone going to Zagreb maybe around the weekend?
341,2025-07-07,2025-07-01,2025,hr,drustvo_upoznavanje,obavijest,75,6,10,pozitivan,13,3,1205,210,7,0.59,"Dragi članovi grupe, jedan mali podsjetnik da je ova grupa za one koji su u Danskoj, kao i za one koji planiraju doći u Dansku, da na jednom mjestu mogu naći informacije vezane u život u Danskoj. Mi kao administratori se trudimo da grupa bude u što pozitivnijem tonu i zato imamo molbu da umjesto da trošite svoje dragocjeno vrijeme na negativne komentare, na provokacije, na stvaranje apsolutno nepotrebnih sukoba, preskočite objavu i uživajte ili napišite nešto konstruktivno. Ljudi koji postavljaju objave gdje traže pomoć ili savjet obično očekuju da im se jave ljudi koji im mogu pomoći ili dati savjet. Admini su vrlo tolerantne osobe, ali ako je jedini način da maknemo ljude iz grupe koji očito ne shvaćaju poantu ove grupe, radije ćemo maknuti tih par pojedinaca i uživati u prekrasnom danskom vremenu, nego da trošimo naše dragocjeno vrijeme u nadi da će se ljudi početi ponašati kulturno. Za kraj, anonimusi - Puštamo objave, ali ljudi moji, pa ne mora sve biti anonimno. Osjetljive stvari razumijemo, ali neke stvari nema smisla, slobodno podijelite tko ste. @everyone - želimo svima ugodno ljeto u nadi da će nam grupa biti još bolja! Vaši administratori","Dear members of the group, a small reminder that this group is for those who are in Denmark, as well as for those who plan to come to Denmark, so that they can find information related to life in Denmark in one place. As administrators, we try to keep the group in as positive a tone as possible, and that's why we ask that instead of spending your precious time on negative comments, on provocations, on creating absolutely unnecessary conflicts, skip the post and enjoy or write something constructive. People who post for help or advice usually expect to hear from people who can help or give advice. Admins are very tolerant people, but if the only way is to remove people from the group who clearly don't understand the point of this group, we'd rather remove those few individuals and enjoy the beautiful Danish weather than spend our precious time hoping that people will start behaving civilly. Finally, anonymous - We publish posts, but my people, not everything has to be anonymous. We understand sensitive things, but some things don't make sense, feel free to share who you are. @everyone - we wish everyone a pleasant summer in the hope that our group will be even better! Your administrators"
342,2025-07-06,2025-07-01,2025,hr,drustvo_upoznavanje,pitanje_potreba,3,13,-2,negativan,1,3,225,44,2,0.9230769230769231,"Pozdrav, Ima li neka ženska osoba za druženje ili nešto više. Imam 30g i ubija me ova samoća ovdje East Jutland al može i okolica nije bitno. Lajk pa se javim","Hello, Is there a female person to hang out with or something more. I'm 30 years old and this loneliness is killing me here in East Jutland, but the surrounding area can do it, it doesn't matter. Like and I'll get back to you"
343,2025-07-06,2025-07-01,2025,da,ostalo,ostalo,7,0,0,neutralan,NA,NA,21,4,1,1,Det skær på Amager....,It cuts on Amager....
344,2025-07-05,2025-07-01,2025,hr,ostalo,pitanje_potreba,1,4,4,pozitivan,4,0,384,74,3,0.7205882352941176,"Pozdrav,imam pitanje za mlađu populaciju ako je netko imao iskustvo kao dostavljac u Wolt-u.Moj sestric bi se zaposlio kao dostavljac kod njih ali ga zanima koliko se moze zaraditi?On bi radio par sati dnevno,procitao je sve uslove sto se tice rada ali nije nigdje mogao vodjeti koliko plačaju.Svaka informacija dobrodošla,hvala","Hello, I have a question for the younger population, if anyone had experience as a delivery person at Wolt. My sister would like to get a job as a delivery person with them, but he is interested in how much he can earn? He would work a few hours a day, he read all the conditions regarding the work, but he could not find anywhere how much they pay. Any information is welcome, thanks"
345,2025-07-04,2025-07-01,2025,hr,ostalo,pitanje_potreba,10,4,1,pozitivan,1,0,351,74,4,0.6349206349206349,Pozdrav Naime kupujem auto u Danskoj od jedne autokuće i posto kupujem rabljeni automobil onda mi treba CVR od neke kompanije.Ja osobno neznam nikoga i ako bi netko mogao pomoć naći ili ga ima puno bi mi značilo.Prodavac je isto rekao da nikako neće kupovina auta utjecaj na firmu samo da ga kupim mi treba. Lijep pozdrav i ugodan dan,"Hello. Namely, I am buying a car in Denmark from a car dealership, and since I am buying a used car, I need a CVR from a company. I personally do not know anyone, and if someone could find help or have it, it would mean a lot to me. The seller also said that buying a car will not affect the company, just that I need it. Greetings and have a nice day"
346,2025-07-03,2025-07-01,2025,hr,ostalo,pitanje_potreba,0,1,0,neutralan,NA,NA,103,16,1,1,"Zna li netko neku dansku firmu koja uzima bageriste s malo iskustva, bilo koji dio Danske.","Does anyone know of a Danish company that takes excavators with little experience, anywhere in Denmark."
347,2025-07-03,2025-07-01,2025,da,posao,ponuda_oglas,2,0,2,pozitivan,2,0,336,53,5,0.8648648648648649,VI SØGER GULVAFSLIBER Vi søger gulvafsliber i vores gulvfirma Viking Guvservice! Det er vigtigt at du har erfaring indenfor Gulvafslibning og gulvbehandling. Arbejdet vil foregå primært i storkøbenhavn For ydereligere spørgsmål bedes du venligst kontakte Milorad på 23291909! Jeg kan ikke besvare jeres spørgsmål.,"WE ARE LOOKING FOR FLOOR SANDERS We are looking for floor sanders in our flooring company Viking Guvservice! It is important that you have experience in floor sanding and floor treatment. The work will take place primarily in greater Copenhagen. For further questions, please contact Milorad on 23291909! I cannot answer your questions."
348,2025-07-02,2025-07-01,2025,hr,birokracija,pitanje_potreba,0,15,-3,negativan,1,4,696,133,7,0.7184466019417476,"Lijepi pozdrav svima! treba mi ozbiljna pomoć… Stalno dobivam e-mailove od Gældsstyrelsen-a (agencija za dugove), ali sam napustio Dansku 2021. godine i više nemam pristup NemID-u ni Digital Postu. Kontaktirao sam SKAT i rekli su mi da imam dug od 138.000 DKK zbog poreza, pristojbi i sličnih stvari koji su se očito nakupili tijekom godina. Napustio sam Dansku 2021. bez ikakve odjave – jednostavno sam ""otišao"" (moja greška) i sada me pokušavaju kontaktirati da platim dug od skoro 20 tisuca eura… Postoji li išta što mogu učiniti kako bih smanjio iznos ili ih barem obavijestio da nisam bio u Danskoj sve ove godine? Mogu li me pravno goniti ako sam sad nazad u Hrvatskoj? Hvala vam unaprijed!!","Greetings to everyone! i need serious help… I keep getting emails from Gældsstyrelsen (debt agency) but I left Denmark in 2021 and I no longer have access to NemID or Digital Post. I contacted SKAT and they told me that I have a debt of DKK 138,000 due to taxes, fees and similar things that have apparently accumulated over the years. I left Denmark in 2021 without any registration - I simply ""left"" (my fault) and now they are trying to contact me to pay a debt of almost 20 thousand euros... Is there anything I can do to reduce the amount or at least inform them that I have not been in Denmark all these years? Can I be prosecuted legally if I am now back in Croatia? Thank you in advance!!"
349,2025-07-02,2025-07-01,2025,hr,ostalo,pitanje_potreba,0,2,1,pozitivan,1,0,118,23,0,1,"Pozdrav svima, dali ima dragih ljudi da daju dresu, potreba mi je adresa na 3-6 mjeseci od 8og mjeseca","Hello everyone, are there any nice people who can donate a jersey, I need an address for 3-6 months from the 8th month"
350,2025-07-01,2025-07-01,2025,hr,transport_putovanja,pitanje_potreba,0,3,1,pozitivan,1,0,127,21,1,0.9375,"Pozdrav, Da li ima neko da bi prevezao iz Ljubljane 4 paketa i djecija kolica, u Randers (ili okolicu)?","Hello, Is there anyone willing to transport 4 packages and a baby stroller from Ljubljana to Randers (or the surrounding area)?"
